name,type,ownership,authority,status,longitude,latitude,F15Regions,DName2016,CName2016,SName2016,scode,costituenc,d,c,s,p,pc2016,mpopn,fpopn,SexRatio,tpopn,hf_id
Nyarugote HC II,HC III,Government,MOH,Functional,30.06263,-0.49772,ANKOLE,BUSHENYI,IGARA,NYABUBAARE,402206,IGARA COUNTY WEST,BUSHENYI,IGARA,NYABUBAARE,NYARUGOOTE,40220806,2390,2500.0,95.6,4890.0,HF2536
Rukararwe HC II,HC II,Private Not For Profit,CSO,Non Functional,30.21824,-0.52405,ANKOLE,BUSHENYI,BUSHENYI-ISHAKA MUNICIPALITY,NYAKABIRIZI DIVISION,402103,BUSHENYI-ISHAKA MUNICIPALITY,BUSHENYI,BUSHENYI-ISHAKA MUNICIPALITY,NYAKABIRIZI DIVISION,MAZINGA,40210302,1308,1246.0,105.0,2554.0,HF2537
Katungu Mission HC III,HC III,Private Not For Profit,CSO,Functional,30.23142,-0.52326,ANKOLE,BUSHENYI,BUSHENYI-ISHAKA MUNICIPALITY,NYAKABIRIZI DIVISION,402103,BUSHENYI-ISHAKA MUNICIPALITY,BUSHENYI,BUSHENYI-ISHAKA MUNICIPALITY,NYAKABIRIZI DIVISION,RWENJERU,40210303,941,956.0,98.4,1897.0,HF2538
Katungu HC II,HC III,Private Not For Profit,Local Government,Functional,30.23142,-0.52326,ANKOLE,BUSHENYI,BUSHENYI-ISHAKA MUNICIPALITY,NYAKABIRIZI DIVISION,402103,BUSHENYI-ISHAKA MUNICIPALITY,BUSHENYI,BUSHENYI-ISHAKA MUNICIPALITY,NYAKABIRIZI DIVISION,RWENJERU,40210303,941,956.0,98.4,1897.0,HF2539
Ruhumuro HC III,HC III,Government,MOH,Functional,30.21947,-0.4528,ANKOLE,BUSHENYI,IGARA,RUHUMURO,402209,IGARA COUNTY EAST,BUSHENYI,IGARA,RUHUMURO,RUHUMURO,40220904,1476,1598.0,92.4,3074.0,HF2540
Burungira HC II,HC III,Private Not For Profit,UCMB,Functional,30.23754,-0.42137,ANKOLE,BUSHENYI,IGARA,RUHUMURO,402209,IGARA COUNTY EAST,BUSHENYI,IGARA,RUHUMURO,BURUNGIRA,40220902,1369,1494.0,91.6,2863.0,HF2541
Bugambe Tea HC III,HC II,Private Not For Profit,GTZ,Functional,31.2028,1.44251,BUNYORO,HOIMA,BUHAGUZI,BUGAMBE,403201,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,BUGAMBE,KATANGA,40320102,6053,5683.0,106.5,11736.0,HF2542
Bugambe HC III,HC III,Government,MOH,Functional,31.25227,1.42095,BUNYORO,HOIMA,BUHAGUZI,BUGAMBE,403201,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,BUGAMBE,BUGAMBE,40320101,2491,2375.0,104.9,4866.0,HF2543
Bujugu HC III,HC III,Government,MOH,Functional,31.1981,1.39878,BUNYORO,HOIMA,BUHAGUZI,BUGAMBE,403201,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,BUGAMBE,RUGUSE,40320104,5216,5047.0,103.3,10263.0,HF2544
Butema HC III,HC III,Government,MOH,Functional,31.41745,1.40563,BUNYORO,HOIMA,HOIMA MUNICIPALITY,MPARO DIVISON,403304,HOIMA MUNICIPALITY,HOIMA,HOIMA MUNICIPALITY,MPARO DIVISON,NYAKAMBUGU WARD,40330404,1801,1788.0,100.7,3589.0,HF2545
Kisiiha HC II,HC II,Government,MOH,Functional,31.28527,1.31911,BUNYORO,HOIMA,BUHAGUZI,BUHIMBA,403202,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,BUHIMBA,MUSAIJA-MUKURU WEST,40320204,3718,3575.0,104.0,7293.0,HF2546
Kitoole HC II,HC II,Government,MOH,Functional,31.2997,1.26478,BUNYORO,HOIMA,BUHAGUZI,BUHIMBA,403202,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,BUHIMBA,RUHUNGA,40320205,4031,3852.0,104.6,7883.0,HF2547
Lucy Bisereko HC II,HC II,Government,MOH,Functional,31.3925,1.35646,BUNYORO,HOIMA,BUHAGUZI,BUHIMBA,403202,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,BUHIMBA,KINOGOZI,40320201,4320,4299.0,100.5,8619.0,HF2548
Buhimba HC III,HC III,Government,MOH,Functional,31.31535,1.3472,BUNYORO,HOIMA,BUHAGUZI,BUHIMBA,403202,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,BUHIMBA,KYABATALYA,40320202,4141,4188.0,98.9,8329.0,HF2549
Bujalya HC III,HC III,Government,MOH,Functional,31.34215,1.28999,BUNYORO,HOIMA,BUHAGUZI,BUHIMBA,403202,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,BUHIMBA,MUSAIJA-MUKURU EAST,40320203,3725,3458.0,107.7,7183.0,HF2550
Muhwiju HC III,HC III,Government,MOH,Functional,31.27022,1.38335,BUNYORO,HOIMA,BUHAGUZI,BUHIMBA,403202,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,BUHIMBA,KYABATALYA,40320202,4141,4188.0,98.9,8329.0,HF2551
Karongo HC III,HC III,Government,MOH,Functional,31.30577,1.48238,BUNYORO,HOIMA,HOIMA MUNICIPALITY,BUJUMBURA DIVISION,403301,HOIMA MUNICIPALITY,HOIMA,HOIMA MUNICIPALITY,BUJUMBURA DIVISION,KARONGO,40330102,1087,1104.0,98.5,2191.0,HF2552
Bujumbura HC III,HC III,Private Not For Profit,UCMB,Functional,31.35451,1.44278,BUNYORO,HOIMA,HOIMA MUNICIPALITY,BUJUMBURA DIVISION,403301,HOIMA MUNICIPALITY,HOIMA,HOIMA MUNICIPALITY,BUJUMBURA DIVISION,KIHOMBOZA,40330103,5784,6528.0,88.6,12312.0,HF2553
Buseruka HC III,HC III,Government,MOH,Functional,31.13651,1.5469,BUNYORO,HOIMA,BUGAHYA,BUSERUKA,403102,BUGAHYA COUNTY,HOIMA,BUGAHYA,BUSERUKA,NYAKABINO,40310202,6035,6045.0,99.8,12080.0,HF2554
Kabaale HC III,HC III,Government,MOH,Functional,31.03687,1.44459,BUNYORO,HOIMA,BUGAHYA,BUSERUKA,403102,BUGAHYA COUNTY,HOIMA,BUGAHYA,BUSERUKA,KABAALE,40310201,8814,7983.0,110.4,16797.0,HF2555
Kihuukya HC II,HC II,Government,MOH,Functional,31.28912,1.40034,BUNYORO,HOIMA,HOIMA MUNICIPALITY,BUSIISI DIVISION,403302,HOIMA MUNICIPALITY,HOIMA,HOIMA MUNICIPALITY,BUSIS DIVISION,KIHUKYA,40330204,2624,2538.0,103.4,5162.0,HF2556
Bacayaya HC II,HC II,Government,MOH,,31.33246,1.39596,BUNYORO,HOIMA,HOIMA MUNICIPALITY,BUSIISI DIVISION,403302,HOIMA MUNICIPALITY,HOIMA,HOIMA MUNICIPALITY,BUSIS DIVISION,KASINGO WARD,40330201,2978,3141.0,94.8,6119.0,HF2557
Kisaaru Tea HC II,HC II,Private Not For Profit,MOH,Functional,31.05759,1.23061,BUNYORO,HOIMA,BUHAGUZI,KABWOYA,403203,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,KABWOYA,IGWANJURA,40320302,5109,4792.0,106.6,9901.0,HF2558
Kabwoya HC III,HC III,Government,MOH,Functional,31.08508,1.24617,BUNYORO,HOIMA,BUHAGUZI,KABWOYA,403203,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,KABWOYA,BUBOGO,40320301,8132,7905.0,102.9,16037.0,HF2559
Kaseeta HC II,HC III,Government,MOH,Functional,30.99427,1.3865,BUNYORO,HOIMA,BUHAGUZI,KABWOYA,403203,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,KABWOYA,KASEETA,40320303,9465,8954.0,105.7,18419.0,HF2560
Hoima Ddhs's Clinic HC II GOVT,HC II,Government,MOH,Functional,31.34763,1.42954,BUNYORO,HOIMA,HOIMA MUNICIPALITY,KAHOORA DIVISON,403303,HOIMA MUNICIPALITY,HOIMA,HOIMA MUNICIPALITY,KAHOORA,CENTRAL WARD,40330301,3237,3446.0,93.9,6683.0,HF2561
Police Clinic HC II PHP,HC II,Private For Profit,,Functional,31.35221,1.42938,BUNYORO,HOIMA,HOIMA MUNICIPALITY,KAHOORA DIVISON,403303,HOIMA MUNICIPALITY,HOIMA,HOIMA MUNICIPALITY,KAHOORA,CENTRAL WARD,40330301,3237,3446.0,93.9,6683.0,HF2562
Kabalega Medical Centre HC III,HC III,Private Not For Profit,Local Government,Functional,31.35047,1.43456,BUNYORO,HOIMA,HOIMA MUNICIPALITY,KAHOORA DIVISON,403303,HOIMA MUNICIPALITY,HOIMA,HOIMA MUNICIPALITY,KAHOORA,CENTRAL WARD,40330301,3237,3446.0,93.9,6683.0,HF2563
Hoima Islamic Hc HC III,HC III,Private Not For Profit,UMMB,Functional,31.34763,1.42954,BUNYORO,HOIMA,HOIMA MUNICIPALITY,KAHOORA DIVISON,403303,HOIMA MUNICIPALITY,HOIMA,HOIMA MUNICIPALITY,KAHOORA,CENTRAL WARD,40330301,3237,3446.0,93.9,6683.0,HF2564
Azur HC III,HC IV,Private Not For Profit,UPMB,Functional,31.34196,1.43875,BUNYORO,HOIMA,HOIMA MUNICIPALITY,KAHOORA DIVISON,403303,HOIMA MUNICIPALITY,HOIMA,HOIMA MUNICIPALITY,KAHOORA,WESTERN WARD,40330304,5846,7083.0,82.5,12929.0,HF2565
Hoima REGIONAL REF HOSPITAL,RR Hospital,Government,MOH,Functional,31.354685,1.430788,BUNYORO,HOIMA,HOIMA MUNICIPALITY,KAHOORA DIVISON,403303,HOIMA MUNICIPALITY,HOIMA,HOIMA MUNICIPALITY,KAHOORA,CENTRAL WARD,40330301,3237,3446.0,93.9,6683.0,HF2566
Kapaapi HC II,HC II,Government,MOH,Functional,31.34908,1.6822,BUNYORO,HOIMA,BUGAHYA,KIGOROBYA,403103,KIGOROBYA COUNTY,HOIMA,BUGAHYA,KIGOROBYA,KAPAPI,40310302,7400,7669.0,96.5,15069.0,HF2567
Kitana HC II,HC II,Private Not For Profit,UCMB,Functional,31.30929,1.61878,BUNYORO,HOIMA,BUGAHYA,KIGOROBYA TOWN COUNCIL,403104,KIGOROBYA COUNTY,HOIMA,BUGAHYA,KIGOROBYA TOWN COUNCIL,SOUTH EAST WARD,40310403,1122,1313.0,85.5,2435.0,HF2568
Bombo HC II,HC II,Private Not For Profit,UMMB,Functional,31.26172,1.57096,BUNYORO,HOIMA,BUGAHYA,KIGOROBYA,403103,KIGOROBYA COUNTY,HOIMA,BUGAHYA,KIGOROBYA,BWIKYA,40310301,8378,8575.0,97.7,16953.0,HF2569
Kigorobya HC IV,HC IV,Government,MOH,Functional,31.30888,1.61492,BUNYORO,HOIMA,BUGAHYA,KIGOROBYA TOWN COUNCIL,403104,KIGOROBYA COUNTY,HOIMA,BUGAHYA,KIGOROBYA TOWN COUNCIL,SOUTH EAST WARD,40310403,1122,1313.0,85.5,2435.0,HF2570
Kiseke HC II,HC II,Government,MOH,Functional,31.32408,1.52977,BUNYORO,HOIMA,BUGAHYA,KITOBA,403105,BUGAHYA COUNTY,HOIMA,BUGAHYA,KITOBA,BIRUNGU,40310501,3710,3685.0,100.7,7395.0,HF2571
Kyabasengya HC II,HC II,Government,MOH,Functional,31.37683,1.56763,BUNYORO,HOIMA,BUGAHYA,KITOBA,403105,BUGAHYA COUNTY,HOIMA,BUGAHYA,KITOBA,KIRYANGOBE,40310506,3326,3368.0,98.8,6694.0,HF2572
Mbaraara HC II,HC II,Government,MOH,Functional,31.42944,1.58748,BUNYORO,HOIMA,BUGAHYA,KITOBA,403105,BUGAHYA COUNTY,HOIMA,BUGAHYA,KITOBA,BULYANGO,40310503,3771,3472.0,108.6,7243.0,HF2573
Dwooli HC III,HC III,Government,MOH,Functional,31.34672,1.50386,BUNYORO,HOIMA,BUGAHYA,KITOBA,403105,BUGAHYA COUNTY,HOIMA,BUGAHYA,KITOBA,KIRAGURA,40310505,2063,2060.0,100.1,4123.0,HF2574
Wambabya HC II,HC II,Government,MOH,Functional,31.127278,1.383782,BUNYORO,HOIMA,BUHAGUZI,KIZIRANFUMBI,403204,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,KIZIRANFUMBI,KIDOMA,40320402,4491,4422.0,101.6,8913.0,HF2575
Munteme HC II,HC II,Private Not For Profit,UCMB,Functional,31.16399,1.30347,BUNYORO,HOIMA,BUHAGUZI,KIZIRANFUMBI,403204,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,KIZIRANFUMBI,MUNTEME,40320403,6581,6184.0,106.4,12765.0,HF2576
Mukabara HC III,HC III,Government,MOH,Functional,31.22739,1.2731,BUNYORO,HOIMA,BUHAGUZI,KIZIRANFUMBI,403204,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,KIZIRANFUMBI,MUNTEME,40320403,6581,6184.0,106.4,12765.0,HF2577
Kikuube HC IV,HC IV,Government,MOH,Functional,31.22218,1.34046,BUNYORO,HOIMA,BUHAGUZI,KIZIRANFUMBI,403204,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,KIZIRANFUMBI,BULIMYA,40320401,6697,6809.0,98.4,13506.0,HF2578
Kasomoro HC II,HC II,Government,MOH,Functional,31.40631,1.46394,BUNYORO,HOIMA,HOIMA MUNICIPALITY,MPARO DIVISON,403304,HOIMA MUNICIPALITY,HOIMA,HOIMA MUNICIPALITY,MPARO DIVISON,KICWAMBA WARD,40330402,2092,2071.0,101.0,4163.0,HF2579
Kibaire HC II,HC II,Government,MOH,Functional,31.50531,1.49709,BUNYORO,HOIMA,BUGAHYA,KYABIGAMBIRE,403106,BUGAHYA COUNTY,HOIMA,BUGAHYA,KYABIGAMBIRE,BULINDU,40310601,4012,3916.0,102.5,7928.0,HF2580
Kisabagwa HC II,HC II,Government,MOH,Functional,31.40297,1.51203,BUNYORO,HOIMA,BUGAHYA,KYABIGAMBIRE,403106,BUGAHYA COUNTY,HOIMA,BUGAHYA,KYABIGAMBIRE,KISABAGWA,40310604,4040,3849.0,105.0,7889.0,HF2581
Buraru HC III,HC III,Government,MOH,Functional,31.46405,1.41585,BUNYORO,HOIMA,BUGAHYA,KYABIGAMBIRE,403106,BUGAHYA COUNTY,HOIMA,BUGAHYA,KYABIGAMBIRE,BURARU,40310602,8040,7374.0,109.0,15414.0,HF2582
Mparangasi HC III,HC III,Government,MOH,Functional,31.45451,1.47918,BUNYORO,HOIMA,BUGAHYA,KYABIGAMBIRE,403106,BUGAHYA COUNTY,HOIMA,BUGAHYA,KYABIGAMBIRE,KIBUGUBYA,40310603,5037,4711.0,106.9,9748.0,HF2583
Kasonga HC II,HC II,Government,MOH,Functional,30.76949,1.173,BUNYORO,HOIMA,BUHAGUZI,KYANGWALI,403205,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,KYANGWALI,KYANGWALI REFUGEE CAMP,40320505,11841,12006.0,98.6,23847.0,HF2584
Nsozi HC III,HC III,Government,MOH,Functional,30.94851,1.24688,BUNYORO,HOIMA,BUHAGUZI,KYANGWALI,403205,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,KYANGWALI,BUTOOLE,40320502,18871,18009.0,104.8,36880.0,HF2585
Kyangwali HC IV,HC IV,Government,MOH,Functional,30.80046,1.2123,BUNYORO,HOIMA,BUHAGUZI,KYANGWALI,403205,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,KYANGWALI,KYANGWALI,40320504,6774,6876.0,98.5,13650.0,HF2586
Kyakapeya HC II,HC II,Government,MOH,Functional,31.41823,1.44526,BUNYORO,HOIMA,HOIMA MUNICIPALITY,MPARO DIVISON,403304,HOIMA MUNICIPALITY,HOIMA,HOIMA MUNICIPALITY,MPARO DIVISON,KICWAMBA WARD,40330402,2092,2071.0,101.0,4163.0,HF2587
Buhanika HC III,HC III,Government,MOH,Functional,31.40631,1.40563,BUNYORO,HOIMA,HOIMA MUNICIPALITY,MPARO DIVISON,403304,HOIMA MUNICIPALITY,HOIMA,HOIMA MUNICIPALITY,MPARO DIVISON,NYAKAMBUGU WARD,40330404,1801,1788.0,100.7,3589.0,HF2588
Ibanda Bugarama HC II GOVT,HC II,Government,MOH,Functional,30.500568,-0.03883,ANKOLE,IBANDA,IBANDA MUNICIPALITY,BISHESHE DIVISION,417201,IBANDA MUNICIPALITY,IBANDA,IBANDA MUNICIPALITY,BISHESHE DIVISION,BUGARAMA,41720101,4208,4423.0,95.1,8631.0,HF2589
Ibanda Karangara HC II GOVT,HC II,Government,MOH,Functional,30.5249,-0.0511,ANKOLE,IBANDA,IBANDA MUNICIPALITY,BISHESHE DIVISION,417201,IBANDA MUNICIPALITY,IBANDA,IBANDA MUNICIPALITY,BISHESHE DIVISION,KARANGARA,41720104,3388,3482.0,97.3,6870.0,HF2590
Kabaare HC II,HC II,Government,MOH,Functional,30.47389,0.0106,ANKOLE,IBANDA,IBANDA MUNICIPALITY,BISHESHE DIVISION,417201,IBANDA MUNICIPALITY,IBANDA,IBANDA MUNICIPALITY,BISHESHE DIVISION,KABAARE,41720102,2875,3155.0,91.1,6030.0,HF2591
Kakatsi HC II,HC II,Government,MOH,Functional,30.44837,-0.02761,ANKOLE,IBANDA,IBANDA MUNICIPALITY,BISHESHE DIVISION,417201,IBANDA MUNICIPALITY,IBANDA,IBANDA MUNICIPALITY,BISHESHE DIVISION,KAKATSI,41720103,1495,1533.0,97.5,3028.0,HF2592
Bisheshe HC III,HC III,Government,MOH,Functional,30.488537,-0.051737,ANKOLE,IBANDA,IBANDA MUNICIPALITY,BISHESHE DIVISION,417201,IBANDA MUNICIPALITY,IBANDA,IBANDA MUNICIPALITY,BISHESHE DIVISION,BUGARAMA,41720101,4208,4423.0,95.1,8631.0,HF2593
Ibanda HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,30.44786,-0.13048,ANKOLE,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,417203,IBANDA MUNICIPALITY,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,KAGONGO,41720301,3021,3523.0,85.8,6544.0,HF2594
Bufunda HC III,HC III,Government,MOH,Functional,30.49166,-0.13596,ANKOLE,IBANDA,IBANDA MUNICIPALITY,BUFUNDA DIVISION,417202,IBANDA MUNICIPALITY,IBANDA,IBANDA MUNICIPALITY,BUFUNDA DIVISION,BUFUNDA,41720201,6843,7165.0,95.5,14008.0,HF2595
Ibanda Mission HC III,HC III,Private Not For Profit,,Functional,30.48425,-0.1367,ANKOLE,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,417203,IBANDA MUNICIPALITY,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,KYARUHANGA,41720304,3951,4464.0,88.5,8415.0,HF2596
Kashozi HC II,HC II,Government,MOH,Functional,30.5414,0.01367,ANKOLE,IBANDA,IBANDA,ISHONGORORO,417102,IBANDA COUNTY NORTH,IBANDA,IBANDA,ISHONGORORO,KASHOZI,41710202,2038,2115.0,96.4,4153.0,HF2597
Ishongororo CBHC HC II,HC II,Private Not For Profit,Local Government,Functional,30.53228,0.00628,ANKOLE,IBANDA,IBANDA,ISHONGORORO,417102,IBANDA COUNTY NORTH,IBANDA,IBANDA,ISHONGORORO,KASHOZI,41710202,2038,2115.0,96.4,4153.0,HF2598
Ibanda Kakinga HC II GOVT,HC II,Government,MOH,Functional,30.5168,0.05802,ANKOLE,IBANDA,IBANDA,ISHONGORORO TOWN COUNCIL,417103,IBANDA COUNTY NORTH,IBANDA,IBANDA,ISHONGORORO TOWN COUNCIL,KAKINGA,41710301,4790,5267.0,90.9,10057.0,HF2599
Kiburara Prision HC II,HC II,Government,Prisons,Functional,30.46397,0.08095,ANKOLE,IBANDA,IBANDA,ISHONGORORO TOWN COUNCIL,417103,IBANDA COUNTY NORTH,IBANDA,IBANDA,ISHONGORORO TOWN COUNCIL,NYANTSIMBO,41710302,6129,6072.0,100.9,12201.0,HF2600
Ishongororo HC IV,HC IV,Government,MOH,Functional,30.49815,0.04915,ANKOLE,IBANDA,IBANDA,ISHONGORORO TOWN COUNCIL,417103,IBANDA COUNTY NORTH,IBANDA,IBANDA,ISHONGORORO TOWN COUNCIL,NYANTSIMBO,41710302,6129,6072.0,100.9,12201.0,HF2601
Kashangura HC II,HC II,Government,MOH,Functional,30.43244,-0.08537,ANKOLE,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,417203,IBANDA MUNICIPALITY,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,KASHANGURA,41720303,2741,3052.0,89.8,5793.0,HF2602
Kyeikucu HC II,HC II,Government,MOH,Functional,30.42947,-0.11764,ANKOLE,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,417203,IBANDA MUNICIPALITY,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,KYEIKUCU,41720305,2318,2384.0,97.2,4702.0,HF2603
Nyakatokye HC II,HC II,Government,MOH,Functional,30.46311,-0.10217,ANKOLE,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,417203,IBANDA MUNICIPALITY,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,NYAKATOOKYE,41720306,2140,2232.0,95.9,4372.0,HF2604
Rwenshamya HC II,HC II,Government,Local Government,Functional,30.59942,0.1607,ANKOLE,IBANDA,IBANDA,NYAMAREBE,417108,IBANDA COUNTY NORTH,IBANDA,IBANDA,NYAMAREBE,RUSHANGO,41710805,1054,1128.0,93.4,2182.0,HF2605
Rugaaga HC II,HC II,Government,MOH,Functional,30.5937,-0.17694,ANKOLE,IBANDA,IBANDA,KEIHANGARA,417104,IBANDA COUNTY SOUTH,IBANDA,IBANDA,KEIHANGARA,RUGAAGA,41710402,2362,2576.0,91.7,4938.0,HF2606
Kikyenkye  HC III,HC III,Government,MOH,Functional,30.56826,-0.22154,ANKOLE,IBANDA,IBANDA,KEIHANGARA,417104,IBANDA COUNTY SOUTH,IBANDA,IBANDA,KEIHANGARA,KEIHANGARA,41710401,1551,1722.0,90.1,3273.0,HF2607
Irimya HC II,HC II,Government,MOH,Functional,30.2792,-0.14323,ANKOLE,IBANDA,IBANDA,KICUZI,417105,IBANDA COUNTY SOUTH,IBANDA,IBANDA,KICUZI,IRIMYA,41710501,3045,3345.0,91.0,6390.0,HF2608
Kicuzi HC II,HC II,Government,MOH,Functional,30.38764,-0.18932,ANKOLE,IBANDA,IBANDA,KICUZI,417105,IBANDA COUNTY SOUTH,IBANDA,IBANDA,KICUZI,KICUZI,41710503,3021,3164.0,95.5,6185.0,HF2609
Kanywambogo HC III,HC III,Government,MOH,Functional,30.34877,-0.16759,ANKOLE,IBANDA,IBANDA,KICUZI,417105,IBANDA COUNTY SOUTH,IBANDA,IBANDA,KICUZI,KANYWAMBOGO,41710502,1895,2040.0,92.9,3935.0,HF2610
Birongo HC II,HC II,Government,MOH,Functional,30.42818,0.00787,ANKOLE,IBANDA,IBANDA,KIJONGO,417106,IBANDA COUNTY NORTH,IBANDA,IBANDA,KIJONGO,RWAMBU,41710603,1277,1361.0,93.8,2638.0,HF2611
Kijongo HC II,HC II,Government,MOH,Functional,30.39387,0.0125,TORO,KAMWENGE,KITAGWENDA,NTARA,413205,KITAGWENDA COUNTY,KAMWENGE,KITAGWENDA,NTARA,KICWAMBA,41320502,2764,3095.0,89.3,5859.0,HF2612
Rwenkobwa HC III,HC III,Private Not For Profit,Local Government,Functional,30.43069,0.00241,ANKOLE,IBANDA,IBANDA,KIJONGO,417106,IBANDA COUNTY NORTH,IBANDA,IBANDA,KIJONGO,RWENKOBWA,41710604,1401,1605.0,87.3,3006.0,HF2613
Kihani HC II,HC II,Government,MOH,Functional,30.559,-0.17846,ANKOLE,IBANDA,IBANDA,KIKYENKYE,417107,IBANDA COUNTY SOUTH,IBANDA,IBANDA,KIKYENKYE,KIHANI,41710702,2066,2308.0,89.5,4374.0,HF2614
Rwengwe HC II,HC II,Government,MOH,Functional,30.5624,0.1332,ANKOLE,IBANDA,IBANDA,NYAMAREBE,417108,IBANDA COUNTY NORTH,IBANDA,IBANDA,NYAMAREBE,RYABIJU,41710806,927,1064.0,87.1,1991.0,HF2615
Nsasi HC II,HC II,Government,MOH,Functional,30.52726,0.09845,ANKOLE,IBANDA,IBANDA,NYAMAREBE,417108,IBANDA COUNTY NORTH,IBANDA,IBANDA,NYAMAREBE,KYENGANDO,41710803,2893,3102.0,93.3,5995.0,HF2616
Rwobuzizi HC II,HC II,Government,MOH,Functional,30.56278,0.09403,ANKOLE,IBANDA,IBANDA,NYAMAREBE,417108,IBANDA COUNTY NORTH,IBANDA,IBANDA,NYAMAREBE,NYAKABUNGO,41710804,1589,1713.0,92.8,3302.0,HF2617
Bwahwa HC II,HC II,Government,MOH,Functional,30.50515,-0.24289,ANKOLE,IBANDA,IBANDA MUNICIPALITY,BUFUNDA DIVISION,417202,IBANDA MUNICIPALITY,IBANDA,IBANDA MUNICIPALITY,BUFUNDA DIVISION,BWAAHA,41720204,3989,4277.0,93.3,8266.0,HF2618
Nyamirima HC II,HC II,Government,MOH,Functional,30.52929,-0.20547,ANKOLE,IBANDA,IBANDA MUNICIPALITY,BUFUNDA DIVISION,417202,IBANDA MUNICIPALITY,IBANDA,IBANDA MUNICIPALITY,BUFUNDA DIVISION,NYAMIRIMA,41720204,3989,4277.0,93.3,8266.0,HF2619
Rubaya HC II,HC II,Government,MOH,Functional,30.472,-0.2224,ANKOLE,IBANDA,IBANDA MUNICIPALITY,BUFUNDA DIVISION,417202,IBANDA MUNICIPALITY,IBANDA,IBANDA MUNICIPALITY,BUFUNDA DIVISION,KAYENJE,41720203,3088,2991.0,103.2,6079.0,HF2620
Nyabuhikye Prison HC II,HC II,Government,Prisons,Functional,30.46311,0.10217,TORO,KAMWENGE,KITAGWENDA,NYABBANI,413206,KITAGWENDA COUNTY,KAMWENGE,KITAGWENDA,NYABBANI,NYARURAMBI,41320603,2542,2809.0,90.5,5351.0,HF2621
Ruhoko HC IV,HC IV,Government,MOH,Functional,30.47829,-0.15491,ANKOLE,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,417203,IBANDA MUNICIPALITY,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,KANYANSHEKO,41720302,1438,1494.0,96.3,2932.0,HF2622
Bihanga Updf Barracks HC II,HC II,Government,Army,Functional,30.57051,0.05065,ANKOLE,IBANDA,IBANDA,NYAMAREBE,417108,IBANDA COUNTY NORTH,IBANDA,IBANDA,NYAMAREBE,BIHANGA,41710801,2420,2461.0,98.3,4881.0,HF2623
Ibanda Bihanga HC II,HC II,Government,MOH,Functional,30.57051,0.076239,ANKOLE,IBANDA,IBANDA,NYAMAREBE,417108,IBANDA COUNTY NORTH,IBANDA,IBANDA,NYAMAREBE,BIHANGA,41710801,2420,2461.0,98.3,4881.0,HF2624
Nyamarebe HC III,HC III,Government,MOH,Functional,30.58883,0.13726,ANKOLE,IBANDA,IBANDA,RUSHANGO TOWN COUNCIL,417110,IBANDA COUNTY NORTH,IBANDA,IBANDA,RUSHANGO TOWN COUNCIL,ITABYAMA,41711001,1158,1322.0,87.6,2480.0,HF2625
Kigunga HC II,HC II,Government,MOH,Functional,30.46178,-0.24181,ANKOLE,IBANDA,IBANDA,RUKIRI,417109,IBANDA COUNTY SOUTH,IBANDA,IBANDA,RUKIRI,KIYUNGA,41710903,1416,1518.0,93.3,2934.0,HF2626
Mabonwa HC II,HC II,Government,MOH,Functional,30.40949,-0.22177,ANKOLE,IBANDA,IBANDA,RUKIRI,417109,IBANDA COUNTY SOUTH,IBANDA,IBANDA,RUKIRI,MABONA,41710904,1976,2177.0,90.8,4153.0,HF2627
