name,type,ownership,authority,status,longitude,latitude,F15Regions,DName2016,CName2016,SName2016,scode,costituenc,d,c,s,p,pc2016,mpopn,fpopn,SexRatio,tpopn,hf_id
Nsozi HC III,HC III,Government,MOH,Functional,30.94851,1.24688,BUNYORO,HOIMA,BUHAGUZI,KYANGWALI,403205,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,KYANGWALI,BUTOOLE,40320502,18871,18009.0,104.8,36880.0,HF2585
Kyangwali HC IV,HC IV,Government,MOH,Functional,30.80046,1.2123,BUNYORO,HOIMA,BUHAGUZI,KYANGWALI,403205,BUHAGUZI COUNTY,HOIMA,BUHAGUZI,KYANGWALI,KYANGWALI,40320504,6774,6876.0,98.5,13650.0,HF2586
Buhanika HC III,HC III,Government,MOH,Functional,31.40631,1.40563,BUNYORO,HOIMA,HOIMA MUNICIPALITY,MPARO DIVISON,403304,HOIMA MUNICIPALITY,HOIMA,HOIMA MUNICIPALITY,MPARO DIVISON,NYAKAMBUGU WARD,40330404,1801,1788.0,100.7,3589.0,HF2588
Bisheshe HC III,HC III,Government,MOH,Functional,30.488537,-0.051737,ANKOLE,IBANDA,IBANDA MUNICIPALITY,BISHESHE DIVISION,417201,IBANDA MUNICIPALITY,IBANDA,IBANDA MUNICIPALITY,BISHESHE DIVISION,BUGARAMA,41720101,4208,4423.0,95.1,8631.0,HF2593
Ibanda HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,30.44786,-0.13048,ANKOLE,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,417203,IBANDA MUNICIPALITY,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,KAGONGO,41720301,3021,3523.0,85.8,6544.0,HF2594
Bufunda HC III,HC III,Government,MOH,Functional,30.49166,-0.13596,ANKOLE,IBANDA,IBANDA MUNICIPALITY,BUFUNDA DIVISION,417202,IBANDA MUNICIPALITY,IBANDA,IBANDA MUNICIPALITY,BUFUNDA DIVISION,BUFUNDA,41720201,6843,7165.0,95.5,14008.0,HF2595
Ibanda Mission HC III,HC III,Private Not For Profit,,Functional,30.48425,-0.1367,ANKOLE,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,417203,IBANDA MUNICIPALITY,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,KYARUHANGA,41720304,3951,4464.0,88.5,8415.0,HF2596
Ishongororo HC IV,HC IV,Government,MOH,Functional,30.49815,0.04915,ANKOLE,IBANDA,IBANDA,ISHONGORORO TOWN COUNCIL,417103,IBANDA COUNTY NORTH,IBANDA,IBANDA,ISHONGORORO TOWN COUNCIL,NYANTSIMBO,41710302,6129,6072.0,100.9,12201.0,HF2601
Kikyenkye  HC III,HC III,Government,MOH,Functional,30.56826,-0.22154,ANKOLE,IBANDA,IBANDA,KEIHANGARA,417104,IBANDA COUNTY SOUTH,IBANDA,IBANDA,KEIHANGARA,KEIHANGARA,41710401,1551,1722.0,90.1,3273.0,HF2607
Kanywambogo HC III,HC III,Government,MOH,Functional,30.34877,-0.16759,ANKOLE,IBANDA,IBANDA,KICUZI,417105,IBANDA COUNTY SOUTH,IBANDA,IBANDA,KICUZI,KANYWAMBOGO,41710502,1895,2040.0,92.9,3935.0,HF2610
Rwenkobwa HC III,HC III,Private Not For Profit,Local Government,Functional,30.43069,0.00241,ANKOLE,IBANDA,IBANDA,KIJONGO,417106,IBANDA COUNTY NORTH,IBANDA,IBANDA,KIJONGO,RWENKOBWA,41710604,1401,1605.0,87.3,3006.0,HF2613
Ruhoko HC IV,HC IV,Government,MOH,Functional,30.47829,-0.15491,ANKOLE,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,417203,IBANDA MUNICIPALITY,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,KANYANSHEKO,41720302,1438,1494.0,96.3,2932.0,HF2622
Nyamarebe HC III,HC III,Government,MOH,Functional,30.58883,0.13726,ANKOLE,IBANDA,IBANDA,RUSHANGO TOWN COUNCIL,417110,IBANDA COUNTY NORTH,IBANDA,IBANDA,RUSHANGO TOWN COUNCIL,ITABYAMA,41711001,1158,1322.0,87.6,2480.0,HF2625
Rukiri HC III,HC III,Government,MOH,Functional,30.43639,-0.24393,ANKOLE,IBANDA,IBANDA,RUKIRI,417109,IBANDA COUNTY SOUTH,IBANDA,IBANDA,RUKIRI,BWENDA,41710901,2074,2202.0,94.2,4276.0,HF2631
Kasana HC III,HC III,Government,MOH,Functional,30.64946,-0.69873,ANKOLE,ISINGIRO,ISINGIRO,BIRERE,418201,ISINGIRO COUNTY NORTH,ISINGIRO,ISINGIRO,BIREERE,KASAANA,41820102,2022,2173.0,93.1,4195.0,HF2634
Endiizi HC III,HC III,Government,MOH,Functional,31.18088,-0.86677,ANKOLE,ISINGIRO,BUKANGA,ENDIINZI,418101,BUKANGA COUNTY,ISINGIRO,BUKANGA,ENDIINZI,BUSHEKA,41810101,2077,1987.0,104.5,4064.0,HF2635
Isibuka Nursing Home HC III,HC III,Private Not For Profit,CSO,Functional,30.81565,-0.79116,ANKOLE,ISINGIRO,ISINGIRO,ISINGIRO TOWN COUNCIL,418202,ISINGIRO COUNTY NORTH,ISINGIRO,ISINGIRO,ISINGIRO TOWN COUNCIL,KAHARO,41820201,3396,3185.0,106.6,6581.0,HF2638
Mabona HC III,HC III,Government,MOH,Functional,30.77974,-0.83666,ANKOLE,ISINGIRO,ISINGIRO,ISINGIRO TOWN COUNCIL,418202,ISINGIRO COUNTY NORTH,ISINGIRO,ISINGIRO,ISINGIRO TOWN COUNCIL,MABONA,41820204,2624,2930.0,89.6,5554.0,HF2639
Kyabirukwa HC III,HC III,Private Not For Profit,UCMB,Functional,30.8024,-0.80525,ANKOLE,ISINGIRO,ISINGIRO,ISINGIRO TOWN COUNCIL,418202,ISINGIRO COUNTY NORTH,ISINGIRO,ISINGIRO,ISINGIRO TOWN COUNCIL,MABONA,41820204,2624,2930.0,89.6,5554.0,HF2640
Kikokwa HC III,HC III,Government,MOH,Functional,30.68781,-0.69018,ANKOLE,ISINGIRO,ISINGIRO,KABEREBERE TOWN COUNCIL,418203,ISINGIRO COUNTY NORTH,ISINGIRO,ISINGIRO,KABEREBERE TOWN COUNCIL,KABEREBERE WEST,41820303,691,733.0,94.3,1424.0,HF2641
Kakoma HC III,HC III,Private Not For Profit,UCMB,Functional,30.69459,-0.71705,ANKOLE,ISINGIRO,ISINGIRO,KABEREBERE TOWN COUNCIL,418203,ISINGIRO COUNTY NORTH,ISINGIRO,ISINGIRO,KABEREBERE TOWN COUNCIL,KABEREBERE SOUTH,41820302,1260,1160.0,108.6,2420.0,HF2642
Kyeirumba HC III,HC III,Government,MOH,Functional,30.75417,-0.75016,ANKOLE,ISINGIRO,ISINGIRO,KABINGO,418204,ISINGIRO COUNTY NORTH,ISINGIRO,ISINGIRO,KABINGO,KYARUGAJU,41820404,2089,2150.0,97.2,4239.0,HF2646
Kanywamaizi HC III,HC III,Government,MOH,Functional,30.62904,-0.89426,ANKOLE,ISINGIRO,ISINGIRO,KABUYANDA,418205,ISINGIRO COUNTY SOUTH,ISINGIRO,ISINGIRO,KABUYANDA,KANYWAMAIZI,41820503,2661,2962.0,89.8,5623.0,HF2649
Kabuyanda  Catholic HC II,HC III,Private Not For Profit,UCMB,Functional,30.62646,-0.94291,ANKOLE,ISINGIRO,ISINGIRO,KABUYANDA TOWN COUNCIL,418206,ISINGIRO COUNTY SOUTH,ISINGIRO,ISINGIRO,KABUYANDA TOWN COUNCIL,CENTRAL,41820601,2544,2713.0,93.8,5257.0,HF2651
Kabuyanda HC IV,HC IV,Government,MOH,Functional,30.62454,-0.94748,ANKOLE,ISINGIRO,ISINGIRO,KABUYANDA TOWN COUNCIL,418206,ISINGIRO COUNTY SOUTH,ISINGIRO,ISINGIRO,KABUYANDA TOWN COUNCIL,KISYORO,41820603,1493,1696.0,88.0,3189.0,HF2652
Kashumba HC III,HC III,Government,MOH,Functional,30.96978,-0.89158,ANKOLE,ISINGIRO,BUKANGA,KASHUMBA,418102,BUKANGA COUNTY,ISINGIRO,BUKANGA,KASHUMBA,KASHUMBA,41810203,2324,2177.0,106.8,4501.0,HF2655
Kamubeizi HC II,HC III,Government,MOH,Functional,30.75054,-0.93971,ANKOLE,ISINGIRO,ISINGIRO,KIKAGATE,418207,ISINGIRO COUNTY SOUTH,ISINGIRO,ISINGIRO,KIKAGATE,KAJAHO,41820701,3543,3989.0,88.8,7532.0,HF2657
Nyarubungo HC III,HC III,Government,MOH,Functional,30.73435,-0.67181,ANKOLE,ISINGIRO,ISINGIRO,MASHA,418208,ISINGIRO COUNTY NORTH,ISINGIRO,ISINGIRO,MASHA,NYARUBUNGO,41820804,2268,2385.0,95.1,4653.0,HF2660
Mbaare HC III,HC III,Government,MOH,Functional,31.03911,-0.92005,ANKOLE,ISINGIRO,BUKANGA,MBAARE,418103,BUKANGA COUNTY,ISINGIRO,BUKANGA,MBAARE,RUTEETE,41810306,1918,1992.0,96.3,3910.0,HF2662
Ngarama HC III,HC III,Government,MOH,Functional,30.85555,-0.91882,ANKOLE,ISINGIRO,BUKANGA,NGARAMA,418104,BUKANGA COUNTY,ISINGIRO,BUKANGA,NGARAMA,NGARAMA,41810405,4183,4157.0,100.6,8340.0,HF2665
Nyakitunda HC III,HC III,Government,MOH,Functional,30.70616,-0.88648,ANKOLE,ISINGIRO,ISINGIRO,NYAKITUNDA,418209,ISINGIRO COUNTY SOUTH,ISINGIRO,ISINGIRO,NYAKITUNDA,BUGONGI,41820901,2926,3412.0,85.8,6338.0,HF2670
Ruhiira HC III,HC III,Government,MOH,Functional,30.64977,-0.84918,ANKOLE,ISINGIRO,ISINGIRO,NYAKITUNDA,418209,ISINGIRO COUNTY SOUTH,ISINGIRO,ISINGIRO,NYAKITUNDA,RUHIIRA,41820907,3239,3610.0,89.7,6849.0,HF2671
Nyamuyanja HC IV,HC IV,Government,MOH,Functional,30.67959,-0.78733,ANKOLE,ISINGIRO,ISINGIRO,NYAMUYANJA,418210,ISINGIRO COUNTY NORTH,ISINGIRO,ISINGIRO,NYAMUYANJA,NYAMUYANJA,41821004,2523,2833.0,89.1,5356.0,HF2673
Rugaaga HC IV,HC IV,Government,MOH,Functional,31.02363,-0.83636,ANKOLE,ISINGIRO,BUKANGA,RUGAAGA,418105,BUKANGA COUNTY,ISINGIRO,BUKANGA,RUGAAGA,KYAMPANGO,41810504,2498,2628.0,95.1,5126.0,HF2677
Rushasha HC III,HC III,Government,MOH,Functional,31.04293,-0.68441,ANKOLE,KIRUHURA,NYABUSHOZI,NYAKASHASHARA,419208,NYABUSHOZI COUNTY,KIRUHURA,NYABUSHOZI,NYAKASHASHARA,RURAMBIRA,41920804,1518,1105.0,137.4,2623.0,HF2680
Bubare HC III,HC III,Government,MOH,Functional,29.909105,-1.217465,KIGEZI,RUBANDA,RUBANDA,BUBAARE,429301,RUBANDA COUNTY EAST,RUBANDA,RUBANDA,BUBAARE,BUSHURA,42930102,1706,2004.0,85.1,3710.0,HF2682
Kagarama HC II,HC III,Government,MOH,Functional,29.926911,-1.252926,KIGEZI,RUBANDA,RUBANDA,BUBAARE,429301,RUBANDA COUNTY EAST,RUBANDA,RUBANDA,BUBAARE,KAGARAMA,42930104,2511,2749.0,91.3,5260.0,HF2683
Bufundi HC III,HC III,Government,MOH,Functional,29.861686,-1.286824,KIGEZI,RUBANDA,RUBANDA,BUFUNDI,429302,RUBANDA COUNTY WEST,RUBANDA,RUBANDA,BUFUNDI,KISHANJE,42930204,1909,2330.0,81.9,4239.0,HF2685
Bukinda HC III,HC III,Government,MOH,Functional,30.124785,-1.199327,KIGEZI,KABALE,RUKIGA,MUHANGA TOWN COUNCIL,404404,RUKIGA COUNTY,RUKIGA,RUKIGA,MUHANGA TOWN COUNCIL,RUTARE,43140405,956,764.0,125.1,1720.0,HF2689
Kandago HC II,HC III,Government,MOH,Functional,30.08684,-1.16323,KIGEZI,KABALE,RUKIGA,BUKINDA,404401,RUKIGA COUNTY,RUKIGA,RUKIGA,BUKINDA,KANDAGO,43140101,908,1002.0,90.6,1910.0,HF2690
Kakatunda HC III,HC III,Private Not For Profit,UCMB,Functional,30.121495,-1.211702,KIGEZI,KABALE,RUKIGA,MUHANGA TOWN COUNCIL,404404,RUKIGA COUNTY,RUKIGA,RUKIGA,MUHANGA TOWN COUNCIL,NYAKABUNGO,43140404,1165,1182.0,98.6,2347.0,HF2691
Kakore HC II NGO,HC III,Private Not For Profit,UCMB,Functional,29.925286,-1.154624,KIGEZI,RUBANDA,RUBANDA,HAMURWA,429303,RUBANDA COUNTY EAST,RUBANDA,RUBANDA,HAMURWA,KAKORE,42930302,2259,2669.0,84.6,4928.0,HF2694
Hamurwa HC IV,HC IV,Government,MOH,Functional,29.903637,-1.129296,KIGEZI,RUBANDA,RUBANDA,HAMURWA TOWN COUNCIL,429304,RUBANDA COUNTY EAST,RUBANDA,RUBANDA,HAMURWA TOWN COUNCIL,HAMURWA,42930401,625,724.0,86.3,1349.0,HF2695
Ikumba HC III,HC III,Government,MOH,Functional,29.855253,-1.111628,KIGEZI,RUBANDA,RUBANDA,IKUMBA,429305,RUBANDA COUNTY WEST,RUBANDA,RUBANDA,IKUMBA,NYAMABALE,42930504,2556,3310.0,77.2,5866.0,HF2698
Rubanda Phc HC III,HC III,Private Not For Profit,UCMB,Functional,29.86155,-1.12395,KIGEZI,RUBANDA,RUBANDA,RUBANDA TOWN COUNCIL,429309,RUBANDA COUNTY WEST,RUBANDA,RUBANDA,RUBANDA TOWN COUNCIL,NYABUHANGA,42930902,2692,3218.0,83.7,5910.0,HF2699
Kabale REGIONAL REF HOSPITAL,RR Hospital,Government,MOH,Functional,29.99,-1.25,KIGEZI,KABALE,KABALE MUNICIPALITY,CENTRAL DIVISION,404101,KABALE MUNICIPALITY,KABALE,KABALE MUNICIPALITY,CENTRAL DIVISION,CENTRAL,40410102,2024,2489.0,81.3,4513.0,HF2705
Kakomo HC III,HC III,Government,MOH,Functional,29.95526,-1.28293,KIGEZI,KABALE,NDORWA,KITUMBA,404206,NDORWA COUNTY WEST,KABALE,NDORWA,KITUMBA,MWENDO,40420605,2932,3195.0,91.8,6127.0,HF2707
Rugarama HOSPITAL,General Hospital,Private Not For Profit,UPMB,Functional,29.98152,-1.23584,KIGEZI,KABALE,KABALE MUNICIPALITY,NORTHERN DIVISION,404102,KABALE MUNICIPALITY,KABALE,KABALE MUNICIPALITY,KABALE NORTHERN DIVISION,KIJUGUTA,40410201,2007,2155.0,93.1,4162.0,HF2708
Rushoroza HC III,HC III,Private Not For Profit,UCMB,Functional,29.9965392,-1.28918207,KIGEZI,KABALE,KABALE MUNICIPALITY,SOUTHERN DIVISION,404103,KABALE MUNICIPALITY,KABALE,KABALE MUNICIPALITY,SOUTHERN DIVISION,KARUBANDA,40410301,2447,2852.0,85.8,5299.0,HF2711
Kamukira HC IV,HC IV,Government,MOH,Functional,29.98396771,-1.264555069,KIGEZI,KABALE,KABALE MUNICIPALITY,SOUTHERN DIVISION,404103,KABALE MUNICIPALITY,KABALE,KABALE MUNICIPALITY,SOUTHERN DIVISION,KARIGIME,40410302,2926,3008.0,97.3,5934.0,HF2712
Kaharo HC III,HC III,Government,MOH,Functional,30.06677,-1.24382,KIGEZI,KABALE,NDORWA,KAHARO,404203,NDORWA COUNTY EAST,KABALE,NDORWA,KAHARO,KAHARO,40420303,1781,1942.0,91.7,3723.0,HF2715
Rwenyangye HC II,HC III,Government,MOH,Functional,30.16798,-1.17023,KIGEZI,KABALE,RUKIGA,KAMWEZI,404402,RUKIGA COUNTY,RUKIGA,RUKIGA,KAMWEZI,RWENYANGYE,43140206,1021,1146.0,89.1,2167.0,HF2718
Kashambya HC III,HC III,Government,MOH,Functional,29.98219,-1.04875,KIGEZI,KABALE,RUKIGA,KASHAMBYA,404403,RUKIGA COUNTY,RUKIGA,RUKIGA,KASHAMBYA,RUTENGYE,43140306,2267,2654.0,85.4,4921.0,HF2721
Kitanga Parish HC III,HC III,Private Not For Profit,UCMB,Functional,30.00461,-1.10553,KIGEZI,KABALE,RUKIGA,KASHAMBYA,404403,RUKIGA COUNTY,RUKIGA,RUKIGA,KASHAMBYA,KITANGA,43140303,2709,3090.0,87.7,5799.0,HF2722
Kyanamira HC III,HC III,Government,MOH,Functional,30.03524,-1.26126,KIGEZI,KABALE,NDORWA,KYANAMIRA,404207,NDORWA COUNTY EAST,KABALE,NDORWA,KYANAMIRA,KYANAMIRA,40420704,1545,1604.0,96.3,3149.0,HF2727
Muko Ngo HC III,HC III,Private Not For Profit,,Functional,29.842946,-1.163756,KIGEZI,RUBANDA,RUBANDA,RUBANDA TOWN COUNCIL,429309,RUBANDA COUNTY WEST,RUBANDA,RUBANDA,RUBANDA TOWN COUNCIL,NYARURAMBI,42930903,4168,4651.0,89.6,8819.0,HF2733
Muko HC IV,HC IV,Government,MOH,Functional,29.842946,-1.163756,KIGEZI,RUBANDA,RUBANDA,RUBANDA TOWN COUNCIL,429309,RUBANDA COUNTY WEST,RUBANDA,RUBANDA,RUBANDA TOWN COUNCIL,NYARURAMBI,42930903,4168,4651.0,89.6,8819.0,HF2734
Ruhija Gvt HC III,HC III,Government,MOH,Functional,29.78092,-1.02771,KIGEZI,RUBANDA,RUBANDA,RUHIJA,429308,RUBANDA COUNTY WEST,RUBANDA,RUBANDA,RUHIJA,KITOJO,42930803,1051,1107.0,94.9,2158.0,HF2741
Kihanga HC III,HC III,Private Not For Profit,,Functional,30.02881,-1.10612,KIGEZI,KABALE,RUKIGA,KASHAMBYA,404403,RUKIGA COUNTY,RUKIGA,RUKIGA,KASHAMBYA,KITANGA,43140303,2709,3090.0,87.7,5799.0,HF2748
Mparo HC IV,HC IV,Government,MOH,Functional,30.062235,-1.162504,KIGEZI,KABALE,RUKIGA,RWAMUCUCU,404405,RUKIGA COUNTY,RUKIGA,RUKIGA,RWAMUCUCU,KITOJO,43140503,2331,2632.0,88.6,4963.0,HF2749
Kiyombya HC III,HC III,Government,MOH,Functional,30.23012,0.53833,TORO,KABAROLE,BUNYANGABU,BUHEESI,405101,BUNYANGABU COUNTY,BUNYANGABU,BUNYANGABU,BUHEESI,KIYOMBYA,43010104,2270,2419.0,93.8,4689.0,HF2751
Bukuku HC IV,HC IV,Government,MOH,Functional,30.178214,0.66431,TORO,KABAROLE,BURAHYA,BUKUUKU,405201,BURAHYA COUNTY,KABAROLE,BURAHYA,BUKUUKU,KAZINGO,40520101,2422,2473.0,97.9,4895.0,HF2753
Kaswa HC III,HC III,Government,MOH,Functional,30.34164,0.6421,TORO,KABAROLE,BURAHYA,BUSORO,405202,BURAHYA COUNTY,KABAROLE,BURAHYA,BUSORO,KASWA,40520203,3051,2625.0,116.2,5676.0,HF2759
Kataraka HC IV,HC IV,Government,MOH,Functional,30.36832,0.63757,TORO,KABAROLE,BURAHYA,BUSORO,405202,BURAHYA COUNTY,KABAROLE,BURAHYA,BUSORO,KASWA,40520203,3051,2625.0,116.2,5676.0,HF2761
Kabende HC III,HC III,Government,MOH,Functional,30.46458,0.86775,TORO,KABAROLE,BURAHYA,HAKIBAALE,405203,BURAHYA COUNTY,KABAROLE,BURAHYA,HAKIBAALE,KABENDE,40520301,5627,5630.0,99.9,11257.0,HF2764
Kabonero HC III,HC III,Government,MOH,Functional,30.1625,0.46692,TORO,KABAROLE,BUNYANGABU,KABONERO,405102,BUNYANGABU COUNTY,BUNYANGABU,BUNYANGABU,KABONERO,KABONERO,43010202,4473,4659.0,96.0,9132.0,HF2765
Rwagimba HC III,HC III,Government,MOH,Functional,30.194506,0.480384,TORO,KABAROLE,BUNYANGABU,KIBIITO TOWN COUNCIL,405105,BUNYANGABU COUNTY,BUNYANGABU,BUNYANGABU,KIBIITO TOWN COUNCIL,CENTRAL,43010501,1808,1967.0,91.9,3775.0,HF2766
Karambi HC III (Kabarole),HC III,Government,MOH,Functional,30.23874,0.63923,,KABAROLE,BURAHYA,KARAMBI,405205,BURAHYA COUNTY,KABAROLE,BURAHYA,KARAMBI,KARAMBI,40520503,4106,4214.0,97.4,8320.0,HF2768
Iruhura COU HC III,HC III,Private Not For Profit,Local Government,Functional,30.30993,0.46374,TORO,KABAROLE,BURAHYA,KASENDA,405207,BURAHYA COUNTY,KABAROLE,BURAHYA,KASENDA,ISUNGA,40520701,3012,3065.0,98.3,6077.0,HF2769
Kasenda HC III,HC III,Government,MOH,Functional,30.27885,0.44257,TORO,KABAROLE,BURAHYA,KASENDA,405207,BURAHYA COUNTY,KABAROLE,BURAHYA,KASENDA,KASENDA,40520703,2201,2285.0,96.3,4486.0,HF2770
Rambia HC III (Kabarole),HC III,Private Not For Profit,Local Government,Functional,30.14735,0.56562,TORO,KABAROLE,BUNYANGABU,KYAMUKUBE TOWN COUNCIL,405111,BUNYANGABU COUNTY,BUNYANGABU,BUNYANGABU,KYAMUKUBE TOWN COUNCIL,KYAMUKUBE TOWN BOARD,43010303,736,798.0,92.2,1534.0,HF2773
Mitandi HC III,HC III,Private Not For Profit,,Functional,30.14793,0.59979,TORO,KABAROLE,BUNYANGABU,KYAMUKUBE TOWN COUNCIL,405111,BUNYANGABU COUNTY,BUNYANGABU,BUNYANGABU,KYAMUKUBE TOWN COUNCIL,MITANDI,43011101,1850,1878.0,98.5,3728.0,HF2774
Kasunganyanja HC III,HC III,Government,MOH,Functional,30.21165,0.42381,TORO,KABAROLE,BUNYANGABU,KIBIITO,405104,BUNYANGABU COUNTY,BUNYANGABU,BUNYANGABU,KIBIITO,KASUNGANYANJA,43010402,2884,2916.0,98.9,5800.0,HF2776
Yerya HC III,HC III,Private Not For Profit,UCMB,Functional,30.19167,0.48571,TORO,KABAROLE,BUNYANGABU,KIBIITO TOWN COUNCIL,405105,BUNYANGABU COUNTY,BUNYANGABU,BUNYANGABU,KIBIITO TOWN COUNCIL,CENTRAL,43010501,1808,1967.0,91.9,3775.0,HF2777
Kibiito HC IV,HC IV,Government,MOH,Functional,30.19526,0.47767,TORO,KABAROLE,BUNYANGABU,KIBIITO TOWN COUNCIL,405105,BUNYANGABU COUNTY,BUNYANGABU,BUNYANGABU,KIBIITO TOWN COUNCIL,CENTRAL,43010501,1808,1967.0,91.9,3775.0,HF2778
Kicwamba HC III (Kabarole),HC III,Government,MOH,Functional,30.20215,0.7132,TORO,KABAROLE,BURAHYA,KICWAMBA,405208,BURAHYA COUNTY,KABAROLE,BURAHYA,KICWAMBA,KIHONDO,40520802,4676,4712.0,99.2,9388.0,HF2779
Nyantaboma HC II,HC III,Government,MOH,Functional,30.29889,0.74432,TORO,KABAROLE,BURAHYA,KICWAMBA,405203,BURAHYA COUNTY,KABAROLE,BURAHYA,KICWAMBA,NYANTABOOMA,40520803,7059,6789.0,104.0,13848.0,HF2780
Kiko HC III,HC III,Private Not For Profit,MOH,Functional,30.33842,0.59235,TORO,KABAROLE,BURAHYA,KIKO TOWN COUNCIL,405209,BURAHYA COUNTY,KABAROLE,BURAHYA,KIKO TOWN COUNCIL,NYABUBAALE,40520904,869,775.0,112.1,1644.0,HF2781
Kisomoro HC III,HC III,Government,MOH,Functional,30.21566,0.38292,TORO,KABAROLE,BUNYANGABU,RWIMI TOWN COUNCIL,405109,BUNYANGABU COUNTY,BUNYANGABU,BUNYANGABU,RWIMI TOWN COUNCIL,CENTRAL,43010901,3832,3262.0,117.5,7094.0,HF2784
Kijura HC III,HC III,Government,MOH,Functional,30.4043,0.755483,TORO,KABAROLE,BURAHYA,HAKIBAALE,405203,BURAHYA COUNTY,KABAROLE,BURAHYA,HAKIBAALE,KIBASI,40520303,3913,3775.0,103.7,7688.0,HF2786
Toro Kahuna HC III,HC III,Private Not For Profit,,Functional,30.41521,0.81041,TORO,KABAROLE,BURAHYA,KIJURA TOWN COUNCIL,405210,BURAHYA COUNTY,KABAROLE,BURAHYA,KIJURA TOWN COUNCIL,KYEREREZI,40521004,1827,1668.0,109.5,3495.0,HF2787
Mugusu HC III,HC III,Government,MOH,Functional,30.21289,0.61154,TORO,KABAROLE,BURAHYA,MUGUSU TOWN COUNCIL,405213,BURAHYA COUNTY,KABAROLE,BURAHYA,MUGUSU TOWN COUNCIL,KIBEDI,40521304,1359,1338.0,101.6,2697.0,HF2788
Nyabuswa HC II,HC III,Government,MOH,Functional,30.15953,0.62935,TORO,KABAROLE,BURAHYA,MUGUSU,405211,BURAHYA COUNTY,KABAROLE,BURAHYA,MUGUSU,NYABUSWA,40521102,2753,2786.0,98.8,5539.0,HF2789
Kida HOSPITAL,General Hospital,Private Not For Profit,,Functional,30.28977,0.51501,TORO,KABAROLE,BURAHYA,RUTEETE,405212,BURAHYA COUNTY,KABAROLE,BURAHYA,RUTEETE,RWAIHAMBA,40521203,3038,3074.0,98.8,6112.0,HF2791
Kiko-James Finlays Clinic HC III,HC III,Private For Profit,Local Government,Non Functional,30.337591,0.595073,TORO,KABAROLE,BURAHYA,KIKO TOWN COUNCIL,405209,BURAHYA COUNTY,KABAROLE,BURAHYA,KIKO TOWN COUNCIL,NYABUBAALE,40520904,869,775.0,112.1,1644.0,HF2794
Ruteete HC III,HC III,Government,MOH,Functional,30.3039,0.52468,TORO,KABAROLE,BURAHYA,RUTEETE,405212,BURAHYA COUNTY,KABAROLE,BURAHYA,RUTEETE,KYAMUKOKA,40521201,2996,3128.0,95.8,6124.0,HF2795
Kakinga HC III (Kabarole),HC III,Government,MOH,Functional,30.26521,0.39638,TORO,KABAROLE,BUNYANGABU,RWIMI,405108,BUNYANGABU COUNTY,BUNYANGABU,BUNYANGABU,RWIMI,KADINDIMO,43010801,3571,3706.0,96.4,7277.0,HF2798
Rwimi HC III,HC III,Government,MOH,Functional,30.21568,0.38312,TORO,KABAROLE,BUNYANGABU,RWIMI TOWN COUNCIL,405109,BUNYANGABU COUNTY,BUNYANGABU,BUNYANGABU,RWIMI TOWN COUNCIL,CENTRAL,43010901,3832,3262.0,117.5,7094.0,HF2799
Rwimi Prison HC III,HC III,Government,Prisons,Functional,30.22255,0.36788,TORO,KABAROLE,BUNYANGABU,RWIMI TOWN COUNCIL,405109,BUNYANGABU COUNTY,BUNYANGABU,BUNYANGABU,RWIMI TOWN COUNCIL,CENTRAL,43010901,3832,3262.0,117.5,7094.0,HF2800
Virika HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,30.267931,0.640278,TORO,KABAROLE,FORT PORTAL MUNICIPALITY,SOUTHERN DIVISION,405302,FORT PORTAL MUNICIPALITY,KABAROLE,FORT PORTAL MUNICIPALITY,SOUTHERN DIVISION,KIJANJU,40530203,1899,2448.0,77.6,4347.0,HF2801
Kabarole HOSPITAL,General Hospital,Private Not For Profit,UPMB,Functional,30.27206,0.64925,TORO,KABAROLE,FORT PORTAL MUNICIPALITY,SOUTHERN DIVISION,405302,FORT PORTAL MUNICIPALITY,KABAROLE,FORT PORTAL MUNICIPALITY,SOUTHERN DIVISION,BAZAAR,40530201,3928,4135.0,95.0,8063.0,HF2802
Kasusu HC III,HC III,Government,MOH,Functional,30.26618,0.42761,TORO,KABAROLE,BURAHYA,KASENDA,405207,BURAHYA COUNTY,KABAROLE,BURAHYA,KASENDA,RWANKENZI,40520705,1450,1646.0,88.1,3096.0,HF2804
Mucwa HC III,HC III,Government,MOH,Functional,30.27457,0.633455,TORO,KABAROLE,FORT PORTAL MUNICIPALITY,SOUTHERN DIVISION,405302,FORT PORTAL MUNICIPALITY,KABAROLE,FORT PORTAL MUNICIPALITY,SOUTHERN DIVISION,KIJANJU,40530203,1899,2448.0,77.6,4347.0,HF2805
